title,movieid,year,perf_match,am_href,am_title,am_genres
The King and I,tt0160429,1999,mw0000049046,https://www.allmusic.com/album/the-king-and-i-original-animated-feature-soundtrack-mw0000049046,The King and I [Original Animated Feature Soundtrack],"Stage & Screen, Classical, Children's"
The Mod Squad,tt0120757,1999,mw0000049999,https://www.allmusic.com/album/the-mod-squad-mw0000049999,The Mod Squad,Stage & Screen
Any Given Sunday,tt0146838,1999,mw0000051346,https://www.allmusic.com/album/any-given-sunday-mw0000051346,Any Given Sunday,"Stage & Screen, R&B, Rap"
My Dog Skip,tt0156812,2000,mw0000051851,https://www.allmusic.com/album/my-dog-skip-mw0000051851,My Dog Skip,Stage & Screen
American Beauty,tt0169547,1999,mw0000051897,https://www.allmusic.com/album/american-beauty-original-motion-picture-score-mw0000051897,American Beauty [Original Motion Picture Score],"Stage & Screen, Classical"
Little Odessa,tt0110365,1995,mw0000052344,https://www.allmusic.com/album/little-odessa-mw0000052344,Little Odessa,Stage & Screen
G,tt0291928,2005,mw0000052463,https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
O,tt0184791,2001,mw0000052463,https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
The Virgin Suicides,tt0159097,2000,mw0000052463,https://www.allmusic.com/album/the-virgin-suicides-original-soundtrack-mw0000052463,The Virgin Suicides [Original Soundtrack],"Electronic, Pop/Rock, Stage & Screen"
Snow Day,tt0184907,2000,mw0000052642,https://www.allmusic.com/album/snow-day-mw0000052642,Snow Day,"Stage & Screen, Pop/Rock"
Wonder Boys,tt0185014,2000,mw0000052976,https://www.allmusic.com/album/wonder-boys-original-soundtrack-mw0000052976,Wonder Boys [Original Soundtrack],"Stage & Screen, Pop/Rock"
Strictly Business,tt0102996,1991,mw0000053442,https://www.allmusic.com/album/strictly-business-mw0000053442,Strictly Business,Stage & Screen
The Next Best Thing,tt0156841,2000,mw0000054138,https://www.allmusic.com/album/the-next-best-thing-mw0000054138,The Next Best Thing,"Stage & Screen, Pop/Rock"
Hanging Up,tt0162983,2000,mw0000054965,https://www.allmusic.com/album/hanging-up-mw0000054965,Hanging Up,Stage & Screen
Mission to Mars,tt0183523,2000,mw0000055007,https://www.allmusic.com/album/mission-to-mars-mw0000055007,Mission to Mars,Stage & Screen
The Road to El Dorado,tt0138749,2000,mw0000055190,https://www.allmusic.com/album/the-road-to-el-dorado-original-soundtrack-mw0000055190,The Road to El Dorado [Original Soundtrack],Stage & Screen
Drowning Mona,tt0186045,2000,mw0000055359,https://www.allmusic.com/album/drowning-mona-mw0000055359,Drowning Mona,"Stage & Screen, Pop/Rock"
The Whole Nine Yards,tt0190138,2000,mw0000055365,https://www.allmusic.com/album/the-whole-nine-yards-mw0000055365,The Whole Nine Yards,Stage & Screen
Ghost Dog: The Way of the Samurai,tt0165798,2000,mw0000059028,https://www.allmusic.com/album/ghost-dog-the-way-of-the-samurai-the-album-mw0000059028,Ghost Dog: The Way of the Samurai (The Album),Stage & Screen
Price of Glory,tt0188160,2000,mw0000059049,https://www.allmusic.com/album/price-of-glory-mw0000059049,Price of Glory,"Stage & Screen, Latin, Rap"
Walking and Talking,tt0118113,1996,mw0000059176,https://www.allmusic.com/album/walking-and-talking-mw0000059176,Walking and Talking,"Stage & Screen, Folk"
Rules of Engagement,tt0160797,2000,mw0000059973,https://www.allmusic.com/album/rules-of-engagement-score-mw0000059973,Rules of Engagement [Score],Stage & Screen
Erin Brockovich,tt0195685,2000,mw0000060428,https://www.allmusic.com/album/erin-brockovich-original-score-mw0000060428,Erin Brockovich [Original Score],"Stage & Screen, Pop/Rock"
Keeping the Faith,tt0171433,2000,mw0000060626,https://www.allmusic.com/album/keeping-the-faith-mw0000060626,Keeping the Faith,Stage & Screen
Return to Me,tt0122459,2000,mw0000062305,https://www.allmusic.com/album/return-to-me-mw0000062305,Return to Me,"Stage & Screen, Jazz, Pop/Rock, Vocal"
Battlefield Earth,tt0185183,2000,mw0000062535,https://www.allmusic.com/album/battlefield-earth-mw0000062535,Battlefield Earth,Stage & Screen
Titan A.E.,tt0120913,2000,mw0000065189,https://www.allmusic.com/album/titan-ae-mw0000065189,Titan A.E.,Stage & Screen
Shanghai Noon,tt0184894,2000,mw0000065485,https://www.allmusic.com/album/shanghai-noon-original-motion-picture-soundtrack-mw0000065485,Shanghai Noon [Original Motion Picture Soundtrack],Stage & Screen
The Perfect Storm,tt0177971,2000,mw0000067119,https://www.allmusic.com/album/the-perfect-storm-mw0000067119,The Perfect Storm,Stage & Screen
Get Carter,tt0208988,2000,mw0000067832,https://www.allmusic.com/album/get-carter-1971-original-motion-picture-soundtrack-mw0000067832,Get Carter [1971] [Original Motion Picture Soundtrack],Stage & Screen
Nutty Professor II: The Klumps,tt0144528,2000,mw0000069197,https://www.allmusic.com/album/nutty-professor-ii-the-klumps-mw0000069197,Nutty Professor II: The Klumps,"Stage & Screen, R&B, Rap"
White Men Can't Jump,tt0105812,1992,mw0000071353,https://www.allmusic.com/album/white-men-cant-jump-mw0000071353,White Men Can't Jump,Stage & Screen
Basic Instinct,tt0103772,1992,mw0000071411,https://www.allmusic.com/album/basic-instinct-mw0000071411,Basic Instinct,Stage & Screen
Radio Flyer,tt0105211,1992,mw0000071565,https://www.allmusic.com/album/radio-flyer-original-soundtrack-mw0000071565,Radio Flyer [Original Soundtrack],"Stage & Screen, Country, Pop/Rock"
Howards End,tt0104454,1993,mw0000073269,https://www.allmusic.com/album/howards-end-mw0000073269,Howards End,"Stage & Screen, Classical"
My Cousin Vinny,tt0104952,1992,mw0000073272,https://www.allmusic.com/album/my-cousin-vinny-mw0000073272,My Cousin Vinny,Stage & Screen
Deep Cover,tt0104073,1992,mw0000073443,https://www.allmusic.com/album/deep-cover-mw0000073443,Deep Cover,"Stage & Screen, Reggae"
Homeward Bound II: Lost in San Francisco,tt0116552,1996,mw0000073664,https://www.allmusic.com/album/homeward-bound-ii-lost-in-san-francisco-original-soundtrack-mw0000073664,Homeward Bound II: Lost in San Francisco [Original Soundtrack],Stage & Screen
Death Wish,tt1137450,2018,mw0000073704,https://www.allmusic.com/album/death-wish-original-soundtrack-mw0000073704,Death Wish [Original Soundtrack],"Jazz, Stage & Screen"
Year of the Comet,tt0105871,1992,mw0000073911,https://www.allmusic.com/album/year-of-the-comet-mw0000073911,Year of the Comet,Stage & Screen
D3: The Mighty Ducks,tt0116000,1996,mw0000073986,https://www.allmusic.com/album/d3-the-mighty-ducks-mw0000073986,D3: The Mighty Ducks,"Stage & Screen, Pop/Rock"
City of Joy,tt0103976,1992,mw0000074683,https://www.allmusic.com/album/city-of-joy-original-motion-picture-soundtrack-mw0000074683,City of Joy [Original Motion Picture Soundtrack],Stage & Screen
That Thing You Do!,tt0117887,1996,mw0000076260,https://www.allmusic.com/album/that-thing-you-do%21-mw0000076260,That Thing You Do!,"Stage & Screen, Pop/Rock"
Far and Away,tt0104231,1992,mw0000076591,https://www.allmusic.com/album/far-and-away-original-motion-picture-soundtrack-mw0000076591,Far and Away [Original Motion Picture Soundtrack],Stage & Screen
Patriot Games,tt0105112,1992,mw0000076638,https://www.allmusic.com/album/patriot-games-mw0000076638,Patriot Games,Stage & Screen
Fried Green Tomatoes,tt0101921,1992,mw0000077759,https://www.allmusic.com/album/fried-green-tomatoes-original-score-mw0000077759,Fried Green Tomatoes [Original Score],Stage & Screen
Batman Returns,tt0103776,1992,mw0000078181,https://www.allmusic.com/album/batman-returns-original-motion-picture-soundtrack-mw0000078181,Batman Returns [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Lethal Weapon 3,tt0104714,1992,mw0000078222,https://www.allmusic.com/album/lethal-weapon-3-mw0000078222,Lethal Weapon 3,Stage & Screen
Maximum Risk,tt0117011,1996,mw0000078485,https://www.allmusic.com/album/maximum-risk-mw0000078485,Maximum Risk,Stage & Screen
A League of Their Own,tt0104694,1992,mw0000078542,https://www.allmusic.com/album/a-league-of-their-own-mw0000078542,A League of Their Own,Stage & Screen
Romeo + Juliet,tt0117509,1996,mw0000079630,https://www.allmusic.com/album/romeo-juliet-mw0000079630,Romeo + Juliet,"Stage & Screen, Pop/Rock"
Sling Blade,tt0117666,1997,mw0000080464,https://www.allmusic.com/album/sling-blade-mw0000080464,Sling Blade,"Stage & Screen, Pop/Rock"
The First Wives Club,tt0116313,1996,mw0000080632,https://www.allmusic.com/album/the-first-wives-club-original-motion-picture-score-mw0000080632,The First Wives Club [Original Motion Picture Score],"Stage & Screen, Classical"
The People vs. Larry Flynt,tt0117318,1997,mw0000080668,https://www.allmusic.com/album/the-people-vs-larry-flynt-music-from-the-motion-picture-mw0000080668,The People Vs. Larry Flynt [Music from the Motion Picture],"Stage & Screen, Pop/Rock"
The Mirror Has Two Faces,tt0117057,1996,mw0000080710,https://www.allmusic.com/album/the-mirror-has-two-faces-mw0000080710,The Mirror Has Two Faces,"Stage & Screen, Pop/Rock"
Extreme Measures,tt0116259,1996,mw0000081027,https://www.allmusic.com/album/extreme-measures-original-soundtrack-mw0000081027,Extreme Measures [Original Soundtrack],Stage & Screen
Death Becomes Her,tt0104070,1992,mw0000081548,https://www.allmusic.com/album/death-becomes-her-original-motion-picture-soundtrack-mw0000081548,Death Becomes Her [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Cool World,tt0104009,1992,mw0000081550,https://www.allmusic.com/album/cool-world-original-soundtrack-mw0000081550,Cool World [Original Soundtrack],"Stage & Screen, Pop/Rock, Electronic"
Unlawful Entry,tt0105699,1992,mw0000081926,https://www.allmusic.com/album/unlawful-entry-mw0000081926,Unlawful Entry,Stage & Screen
The Secret of Roan Inish,tt0111112,1995,mw0000081951,https://www.allmusic.com/album/the-secret-of-roan-inish-mw0000081951,The Secret of Roan Inish,"New Age, Stage & Screen"
Michael Collins,tt0117039,1996,mw0000082065,https://www.allmusic.com/album/michael-collins-original-score-mw0000082065,Michael Collins [Original Score],Stage & Screen
Honeymoon in Vegas,tt0104438,1992,mw0000082223,https://www.allmusic.com/album/honeymoon-in-vegas-mw0000082223,Honeymoon in Vegas,"Stage & Screen, Pop/Rock"
Jerry Maguire,tt0116695,1996,mw0000082337,https://www.allmusic.com/album/jerry-maguire-mw0000082337,Jerry Maguire,"Stage & Screen, Pop/Rock"
The Portrait of a Lady,tt0117364,1997,mw0000082372,https://www.allmusic.com/album/the-portrait-of-a-lady-original-motion-picture-soundtrack-mw0000082372,The Portrait of a Lady [Original Motion Picture Soundtrack],Stage & Screen
Mulholland Falls,tt0117107,1996,mw0000082576,https://www.allmusic.com/album/mulholland-falls-mw0000082576,Mulholland Falls,Stage & Screen
Mom and Dad Save the World,tt0104905,1992,mw0000082592,https://www.allmusic.com/album/mom-and-dad-save-the-world-mw0000082592,Mom and Dad Save the World,Stage & Screen
2 Days in the Valley,tt0115438,1996,mw0000082615,https://www.allmusic.com/album/2-days-in-the-valley-mw0000082615,2 Days in the Valley,Stage & Screen
Twin Peaks: Fire Walk with Me,tt0105665,1992,mw0000082921,https://www.allmusic.com/album/twin-peaks-fire-walk-with-me-music-from-the-motion-picture-soundtrack-mw0000082921,Twin Peaks: Fire Walk with Me [Music from the Motion Picture Soundtrack],Stage & Screen
White Sands,tt0105813,1992,mw0000083352,https://www.allmusic.com/album/white-sands-mw0000083352,White Sands,Stage & Screen
One Fine Day,tt0117247,1996,mw0000084213,https://www.allmusic.com/album/one-fine-day-original-soundtrack-mw0000084213,One Fine Day [Original Soundtrack],"Stage & Screen, Pop/Rock, Vocal"
1492: Conquest of Paradise,tt0103594,1992,mw0000085181,https://www.allmusic.com/album/1492-conquest-of-paradise-music-from-the-original-soundtrack-mw0000085181,1492: Conquest of Paradise [Music from the Original Soundtrack],"Electronic, Stage & Screen, New Age"
Thomas and the Magic Railroad,tt0205461,2000,mw0000085587,https://www.allmusic.com/album/thomas-and-the-magic-railroad-mw0000085587,Thomas and the Magic Railroad,"Stage & Screen, Children's"
What Lies Beneath,tt0161081,2000,mw0000086578,https://www.allmusic.com/album/what-lies-beneath-original-motion-picture-soundtrack-mw0000086578,What Lies Beneath [Original Motion Picture Soundtrack],Stage & Screen
Space Jam,tt0117705,1996,mw0000087586,https://www.allmusic.com/album/space-jam-original-score-mw0000087586,Space Jam [Original Score],"Jazz, Easy Listening, Stage & Screen"
Freddie as F.R.O.7.,tt0104298,1992,mw0000087804,https://www.allmusic.com/album/freddie-as-fro7-mw0000087804,Freddie as F.R.O.7,Stage & Screen
Beverly Hills Ninja,tt0118708,1997,mw0000088656,https://www.allmusic.com/album/beverly-hills-ninja-mw0000088656,Beverly Hills Ninja,"Pop/Rock, Stage & Screen"
"Gas, Food Lodging",tt0104321,1992,mw0000088685,https://www.allmusic.com/album/gas-food-lodging-mw0000088685,Gas Food Lodging,Stage & Screen
A River Runs Through It,tt0105265,1992,mw0000088984,https://www.allmusic.com/album/a-river-runs-through-it-original-motion-picture-soundtrack-mw0000088984,A River Runs Through It [Original Motion Picture Soundtrack],"Stage & Screen, Jazz"
Mr. Saturday Night,tt0104928,1992,mw0000089030,https://www.allmusic.com/album/mr-saturday-night-mw0000089030,Mr. Saturday Night,Stage & Screen
The Muppet Christmas Carol,tt0104940,1992,mw0000089924,https://www.allmusic.com/album/the-muppet-christmas-carol-original-motion-picture-soundtrack-mw0000089924,The Muppet Christmas Carol [Original Motion Picture Soundtrack],"Children's, Holiday, Stage & Screen"
My Fellow Americans,tt0117119,1996,mw0000090140,https://www.allmusic.com/album/my-fellow-americans-mw0000090140,My Fellow Americans,"Stage & Screen, Pop/Rock, R&B"
Cecil B. DeMented,tt0173716,2000,mw0000090376,https://www.allmusic.com/album/cecil-b-demented-mw0000090376,Cecil B. Demented,Stage & Screen
Strictly Ballroom,tt0105488,1993,mw0000090706,https://www.allmusic.com/album/strictly-ballroom-cbs-mw0000090706,Strictly Ballroom [CBS],Stage & Screen
Private Parts,tt0119951,1997,mw0000091599,https://www.allmusic.com/album/private-parts-the-album-mw0000091599,Private Parts: The Album,"Pop/Rock, Stage & Screen"
Christopher Columbus: The Discovery,tt0103962,1992,mw0000091628,https://www.allmusic.com/album/christopher-columbus-the-discovery-original-motion-picture-soundtrack-mw0000091628,Christopher Columbus: The Discovery [Original Motion Picture Soundtrack],Stage & Screen
Welcome to the Dollhouse,tt0114906,1996,mw0000092089,https://www.allmusic.com/album/welcome-to-the-dollhouse-mw0000092089,Welcome to the Dollhouse,Stage & Screen
Coyote Ugly,tt0200550,2000,mw0000092162,https://www.allmusic.com/album/coyote-ugly-mw0000092162,Coyote Ugly,"Stage & Screen, Pop/Rock, Country"
Breaking the Waves,tt0115751,1996,mw0000092282,https://www.allmusic.com/album/breaking-the-waves-hollywood-mw0000092282,Breaking the Waves [Hollywood],"Stage & Screen, Pop/Rock"
City of Industry,tt0118859,1997,mw0000092530,https://www.allmusic.com/album/city-of-industry-mw0000092530,City of Industry,"Stage & Screen, Electronic"
Home Alone 2: Lost in New York,tt0104431,1992,mw0000092665,https://www.allmusic.com/album/home-alone-2-lost-in-new-york-original-score-mw0000092665,Home Alone 2: Lost in New York [Original Score],Stage & Screen
Grosse Pointe Blank,tt0119229,1997,mw0000092707,https://www.allmusic.com/album/grosse-pointe-blank-mw0000092707,Grosse Pointe Blank,"Stage & Screen, Pop/Rock"
Hellraiser III: Hell on Earth,tt0104409,1992,mw0000092973,https://www.allmusic.com/album/hellraiser-iii-hell-on-earth-soundtrack-mw0000092973,Hellraiser III: Hell on Earth [Soundtrack],Stage & Screen
Body of Evidence,tt0106453,1993,mw0000093077,https://www.allmusic.com/album/body-of-evidence-mw0000093077,Body of Evidence,Stage & Screen
Mars Attacks!,tt0116996,1996,mw0000093113,https://www.allmusic.com/album/mars-attacks%21-mw0000093113,Mars Attacks!,Stage & Screen
Scent of a Woman,tt0105323,1993,mw0000093375,https://www.allmusic.com/album/scent-of-a-woman-original-motion-picture-soundtrack-mw0000093375,Scent of a Woman [Original Motion Picture Soundtrack],Stage & Screen
Swing Kids,tt0108265,1993,mw0000093416,https://www.allmusic.com/album/swing-kids-original-soundtrack-mw0000093416,Swing Kids [Original Soundtrack],"Stage & Screen, Jazz"
Army of Darkness,tt0106308,1993,mw0000093712,https://www.allmusic.com/album/army-of-darkness-original-motion-picture-soundtrack-mw0000093712,Army of Darkness [Original Motion Picture Soundtrack],Stage & Screen
Untamed Heart,tt0108451,1993,mw0000093863,https://www.allmusic.com/album/untamed-heart-original-soundtrack-mw0000093863,Untamed Heart [Original Soundtrack],Stage & Screen
Doctor Dolittle,tt0118998,1998,mw0000094588,https://www.allmusic.com/album/doctor-dolittle-1967-original-soundtrack-mw0000094588,Doctor Dolittle [1967 Original Soundtrack],Stage & Screen
Groundhog Day,tt0107048,1993,mw0000095032,https://www.allmusic.com/album/groundhog-day-mw0000095032,Groundhog Day,"Stage & Screen, Pop/Rock"
The Crying Game,tt0104036,1993,mw0000095128,https://www.allmusic.com/album/the-crying-game-sbk-mw0000095128,The Crying Game [SBK],"Stage & Screen, Easy Listening, Pop/Rock"
Mad Dog and Glory,tt0107473,1993,mw0000095171,https://www.allmusic.com/album/mad-dog-and-glory-original-motion-picture-soundtrack-mw0000095171,Mad Dog and Glory [Original Motion Picture Soundtrack],"Stage & Screen, Blues, Vocal"
Passion Fish,tt0105107,1992,mw0000095212,https://www.allmusic.com/album/passion-fish-mw0000095212,Passion Fish,Stage & Screen
Homeward Bound: The Incredible Journey,tt0107131,1993,mw0000095662,https://www.allmusic.com/album/homeward-bound-the-incredible-journey-mw0000095662,Homeward Bound: The Incredible Journey,Stage & Screen
Who's the Man?,tt0108560,1993,mw0000096026,https://www.allmusic.com/album/whos-the-man-original-soundtrack-mw0000096026,Who's the Man? [Original Soundtrack],Stage & Screen
The Adventures of Huck Finn,tt0106223,1993,mw0000096032,https://www.allmusic.com/album/the-adventures-of-huck-finn-mw0000096032,The Adventures of Huck Finn,Stage & Screen
Benny & Joon,tt0106387,1993,mw0000096090,https://www.allmusic.com/album/benny-joon-music-from-the-original-motion-picture-soundtrac-mw0000096090,Benny & Joon [Music from the Original Motion Picture Soundtrac],"Stage & Screen, Pop/Rock"
Much Ado About Nothing,tt0107616,1993,mw0000096442,https://www.allmusic.com/album/much-ado-about-nothing-original-motion-picture-soundtrack-mw0000096442,Much Ado about Nothing [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Smilla's Sense of Snow,tt0120152,1997,mw0000096736,https://www.allmusic.com/album/smillas-sense-of-snow-original-motion-picture-soundtrack-mw0000096736,Smilla's Sense of Snow [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Lost in Yonkers,tt0107443,1993,mw0000096760,https://www.allmusic.com/album/lost-in-yonkers-mw0000096760,Lost in Yonkers,Stage & Screen
Jurassic Park,tt0107290,1993,mw0000097115,https://www.allmusic.com/album/jurassic-park-original-motion-picture-soundtrack-mw0000097115,Jurassic Park [Original Motion Picture Soundtrack],"Stage & Screen, Classical"
Last Action Hero,tt0107362,1993,mw0000097397,https://www.allmusic.com/album/last-action-hero-original-soundtrack-mw0000097397,Last Action Hero [Original Soundtrack],"Stage & Screen, Pop/Rock"
Excessive Force,tt0104215,1993,mw0000097680,https://www.allmusic.com/album/excessive-force-mw0000097680,Excessive Force,Stage & Screen
Hot Shots! Part Deux,tt0107144,1993,mw0000097686,https://www.allmusic.com/album/hot-shots%21-part-deux-mw0000097686,Hot Shots! Part Deux,Stage & Screen
Son in Law,tt0108186,1993,mw0000097815,https://www.allmusic.com/album/son-in-law-mw0000097815,Son in Law,"Stage & Screen, Pop/Rock, Country"
Dragon: The Bruce Lee Story,tt0106770,1993,mw0000097968,https://www.allmusic.com/album/dragon-the-bruce-lee-story-original-motion-picture-soundtrack-mw0000097968,Dragon: The Bruce Lee Story [Original Motion Picture Soundtrack],Stage & Screen
Once Upon a Forest,tt0107745,1993,mw0000098197,https://www.allmusic.com/album/once-upon-a-forest-mw0000098197,Once Upon a Forest,Stage & Screen
Sleepless in Seattle,tt0108160,1993,mw0000098218,https://www.allmusic.com/album/sleepless-in-seattle-original-motion-picture-soundtrack-mw0000098218,Sleepless in Seattle [Original Motion Picture Soundtrack],"Stage & Screen, Jazz, Vocal"
Poetic Justice,tt0107840,1993,mw0000098311,https://www.allmusic.com/album/poetic-justice-original-soundtrack-mw0000098311,Poetic Justice [Original Soundtrack],Stage & Screen
Inventing the Abbotts,tt0119381,1997,mw0000098483,https://www.allmusic.com/album/inventing-the-abbotts-mw0000098483,Inventing the Abbotts,Stage & Screen
Almost Famous,tt0181875,2000,mw0000098498,https://www.allmusic.com/album/almost-famous-mw0000098498,Almost Famous,"Stage & Screen, Pop/Rock"
Urban Legends: Final Cut,tt0192731,2000,mw0000098587,https://www.allmusic.com/album/urban-legends-final-cut-mw0000098587,Urban Legends: Final Cut,Stage & Screen
Requiem for a Dream,tt0180093,2000,mw0000098659,https://www.allmusic.com/album/requiem-for-a-dream-original-soundtrack-mw0000098659,Requiem for a Dream [Original Soundtrack],Stage & Screen
Life with Mikey,tt0107413,1993,mw0000098898,https://www.allmusic.com/album/life-with-mikey-from-the-original-motion-picture-soundtrack-mw0000098898,Life with Mikey [from the Original Motion Picture Soundtrack],Stage & Screen
Three Wishes,tt0114663,1995,mw0000099217,https://www.allmusic.com/album/three-wishes-for-jamie-mw0000099217,Three Wishes for Jamie,Stage & Screen
The Last of the Mohicans,tt0104691,1992,mw0000099309,https://www.allmusic.com/album/the-last-of-the-mohicans-original-motion-picture-soundtrack-mw0000099309,The Last of the Mohicans [Original Motion Picture Soundtrack],Stage & Screen
Free Willy,tt0106965,1993,mw0000099315,https://www.allmusic.com/album/free-willy-mw0000099315,Free Willy,"Stage & Screen, Pop/Rock"
So I Married an Axe Murderer,tt0108174,1993,mw0000099318,https://www.allmusic.com/album/so-i-married-an-axe-murderer-mw0000099318,So I Married an Axe Murderer,"Stage & Screen, Pop/Rock"
Love Jones,tt0119572,1997,mw0000099334,https://www.allmusic.com/album/love-jones-original-soundtrack-mw0000099334,Love Jones [Original Soundtrack],"Stage & Screen, R&B"
For Love or Money,tt0106941,1993,mw0000099363,https://www.allmusic.com/album/for-love-or-money-original-soundtrack-mw0000099363,For Love or Money [Original Soundtrack],Stage & Screen
Brassed Off,tt0115744,1997,mw0000099922,https://www.allmusic.com/album/brassed-off-original-soundtrack-mw0000099922,Brassed Off [Original Soundtrack],Stage & Screen
Meet the Parents,tt0212338,2000,mw0000100119,https://www.allmusic.com/album/meet-the-parents-mw0000100119,Meet the Parents,"Stage & Screen, Pop/Rock"
Needful Things,tt0107665,1993,mw0000100160,https://www.allmusic.com/album/needful-things-mw0000100160,Needful Things,Stage & Screen
The Joy Luck Club,tt0107282,1993,mw0000100306,https://www.allmusic.com/album/the-joy-luck-club-original-soundtrack-mw0000100306,The Joy Luck Club [Original Soundtrack],Stage & Screen
Heart and Souls,tt0107091,1993,mw0000100603,https://www.allmusic.com/album/heart-and-souls-mw0000100603,Heart and Souls,"Stage & Screen, R&B"
A Far Off Place,tt0106868,1993,mw0000101116,https://www.allmusic.com/album/a-far-off-place-mw0000101116,A Far Off Place,Stage & Screen
Judgment Night,tt0107286,1993,mw0000101514,https://www.allmusic.com/album/judgment-night-mw0000101514,Judgment Night,"Pop/Rock, Rap, Stage & Screen"
Two Family House,tt0202641,2000,mw0000101531,https://www.allmusic.com/album/two-family-house-mw0000101531,Two Family House,Stage & Screen
Surf Ninjas,tt0108258,1993,mw0000101978,https://www.allmusic.com/album/surf-ninjas-mw0000101978,Surf Ninjas,Stage & Screen
Hard Target,tt0107076,1993,mw0000102046,https://www.allmusic.com/album/hard-target-mw0000102046,Hard Target,Stage & Screen
Cool Runnings,tt0106611,1993,mw0000102454,https://www.allmusic.com/album/cool-runnings-mw0000102454,Cool Runnings,"Stage & Screen, Reggae, Pop/Rock"
The Golden Bowl,tt0200669,2001,mw0000102634,https://www.allmusic.com/album/the-golden-bowl-soundtrack-mw0000102634,The Golden Bowl (Soundtrack),"Stage & Screen, Classical"
The Good Son,tt0107034,1993,mw0000103439,https://www.allmusic.com/album/the-good-son-soundtrack-mw0000103439,The Good Son (Soundtrack),"Stage & Screen, Classical"
Pay It Forward,tt0223897,2000,mw0000103757,https://www.allmusic.com/album/pay-it-forward-original-motion-picture-soundtrack-mw0000103757,Pay It Forward [Original Motion Picture Soundtrack],Stage & Screen
True Romance,tt0108399,1993,mw0000103828,https://www.allmusic.com/album/true-romance-motion-picture-soundtrack-mw0000103828,True Romance [Motion Picture Soundtrack],"Stage & Screen, R&B"
Demolition Man,tt0106697,1993,mw0000104053,https://www.allmusic.com/album/demolition-man-mw0000104053,Demolition Man,"Pop/Rock, Stage & Screen"
Batman: Mask of the Phantasm,tt0106364,1993,mw0000105468,https://www.allmusic.com/album/batman-mask-of-the-phantasm-mw0000105468,Batman: Mask of the Phantasm,Stage & Screen
Rugrats in Paris: The Movie,tt0213203,2000,mw0000105538,https://www.allmusic.com/album/rugrats-in-paris-the-movie-mw0000105538,Rugrats in Paris: The Movie,"Stage & Screen, Pop/Rock"
Highlander: Endgame,tt0144964,2000,mw0000105618,https://www.allmusic.com/album/highlander-endgame-mw0000105618,Highlander: Endgame,Stage & Screen
Wayne's World 2,tt0108525,1993,mw0000105699,https://www.allmusic.com/album/waynes-world-2-music-from-the-motion-picture-mw0000105699,Wayne's World 2 [Music from the Motion Picture],"Pop/Rock, Stage & Screen"
Even Cowgirls Get the Blues,tt0106834,1994,mw0000105823,https://www.allmusic.com/album/even-cowgirls-get-the-blues-mw0000105823,Even Cowgirls Get the Blues,"Stage & Screen, Country, Pop/Rock"
The Day the Earth Stood Still,tt0970416,2008,mw0000106159,https://www.allmusic.com/album/the-day-the-earth-stood-still-original-film-score-mw0000106159,The Day the Earth Stood Still [Original Film Score],"Stage & Screen, Classical"
The Nightmare Before Christmas,tt0107688,1993,mw0000106195,https://www.allmusic.com/album/tim-burtons-the-nightmare-before-christmas-original-motion-picture-soundtrack-mw0000106195,Tim Burton's The Nightmare Before Christmas [Original Motion Picture Soundtrack],Stage & Screen
"O Brother, Where Art Thou?",tt0190590,2001,mw0000106868,https://www.allmusic.com/album/o-brother-where-art-thou-original-soundtrack-mw0000106868,"O Brother, Where Art Thou? [Original Soundtrack]","Stage & Screen, Country, Folk, Blues, Religious"
Dracula 2000,tt0219653,2000,mw0000107088,https://www.allmusic.com/album/dracula-2000-mw0000107088,Dracula 2000,"Stage & Screen, Pop/Rock"
Sister Act,tt0105417,1992,mw0000107580,https://www.allmusic.com/album/sister-act-2-back-in-the-habit-mw0000107580,Sister Act 2: Back in the Habit,"Stage & Screen, R&B, Religious"
Sister Act 2: Back in the Habit,tt0108147,1993,mw0000107580,https://www.allmusic.com/album/sister-act-2-back-in-the-habit-mw0000107580,Sister Act 2: Back in the Habit,"Stage & Screen, R&B, Religious"
Warlock: The Armageddon,tt0108517,1993,mw0000107775,https://www.allmusic.com/album/warlock-the-armageddon-original-motion-picture-soundtrack-mw0000107775,Warlock: The Armageddon [Original Motion Picture Soundtrack],Stage & Screen
Shadow of the Vampire,tt0189998,2001,mw0000107993,https://www.allmusic.com/album/shadow-of-the-vampire-original-motion-picture-soundtrack-mw0000107993,Shadow of the Vampire [Original Motion Picture Soundtrack],Stage & Screen
The Pelican Brief,tt0107798,1993,mw0000108004,https://www.allmusic.com/album/the-pelican-brief-mw0000108004,The Pelican Brief,Stage & Screen
Robin Hood: Men in Tights,tt0107977,1993,mw0000108566,https://www.allmusic.com/album/robin-hood-men-in-tights-mw0000108566,Robin Hood: Men in Tights,Stage & Screen
